"t","napoved"
107,1817.61689174779
108,1816.34378009749
109,1815.0743167387
110,1813.80850167142
111,1812.54633489566
112,1811.2878164114
113,1810.03294621866
114,1808.78172431742
115,1807.5341507077
116,1806.29022538949
117,1805.0499483628
118,1803.81331962761
119,1802.58033918394
120,1801.35100703178
121,1800.12532317112
122,1798.90328760199
123,1797.68490032436
124,1796.47016133824
125,1795.25907064364
126,1794.05162824055
127,1792.84783412896
128,1791.6476883089
129,1790.45119078034
130,1789.25834154329
131,1788.06914059776
132,1786.88358794374
133,1785.70168358122
134,1784.52342751022
135,1783.34881973074
136,1782.17786024276
137,1781.0105490463
138,1779.84688614134
139,1778.6868715279
140,1777.53050520597
141,1776.37778717555
142,1775.22871743665
143,1774.08329598925
144,1772.94152283337
145,1771.803397969
146,1770.66892139614
147,1769.53809311479
148,1768.41091312495
149,1767.28738142663
150,1766.16749801982
151,1765.05126290451
152,1763.93867608072
153,1762.82973754845
154,1761.72444730768
155,1760.62280535842
156,1759.52481170068
157,1758.43046633445
158,1757.33976925973
159,1756.25272047652
160,1755.16931998482
161,1754.08956778464
162,1753.01346387596
163,1751.9410082588
164,1750.87220093315
165,1749.80704189901
166,1748.74553115639
167,1747.68766870527
168,1746.63345454567
169,1745.58288867758
170,1744.53597110099
171,1743.49270181593
172,1742.45308082237
173,1741.41710812032
174,1740.38478370979
175,1739.35610759077
176,1738.33107976326
177,1737.30970022726
178,1736.29196898277
179,1735.27788602979
180,1734.26745136833
181,1733.26066499838
182,1732.25752691994
183,1731.25803713301
184,1730.26219563759
185,1729.27000243368
186,1728.28145752129
187,1727.29656090041
188,1726.31531257104
189,1725.33771253318
190,1724.36376078683
191,1723.39345733199
192,1722.42680216867
193,1721.46379529685
194,1720.50443671655
195,1719.54872642776
196,1718.59666443049
197,1717.64825072472
198,1716.70348531046
199,1715.76236818772
200,1714.82489935649
201,1713.89107881677
202,1712.96090656856
203,1712.03438261187
204,1711.11150694668
205,1710.19227957301
206,1709.27670049085
207,1708.3647697002
208,1707.45648720106
209,1706.55185299343
210,1705.65086707732
211,1704.75352945271
212,1703.85984011962
213,1702.96979907804
214,1702.08340632797
215,1701.20066186941
216,1700.32156570237
217,1699.44611782684
218,1698.57431824281
219,1697.7061669503
220,1696.8416639493
221,1695.98080923982
222,1695.12360282184
223,1694.27004469538
224,1693.42013486043
225,1692.57387331699
226,1691.73126006506
227,1690.89229510464
228,1690.05697843573
229,1689.22531005834
230,1688.39728997246
231,1687.57291817809
232,1686.75219467523
233,1685.93511946388
234,1685.12169254404
235,1684.31191391572
236,1683.50578357891
237,1682.70330153361
238,1681.90446777982
239,1681.10928231754
240,1680.31774514677
241,1679.52985626752
242,1678.74561567978
243,1677.96502338355
244,1677.18807937883
245,1676.41478366562
246,1675.64513624392
247,1674.87913711374
248,1674.11678627506
249,1673.3580837279
250,1672.60302947225
251,1671.85162350812
252,1671.10386583549
253,1670.35975645437
254,1669.61929536477
255,1668.88248256668
256,1668.1493180601
257,1667.41980184503
258,1666.69393392148
259,1665.97171428943
260,1665.2531429489
261,1664.53821989988
262,1663.82694514237
263,1663.11931867637
264,1662.41534050188
265,1661.71501061891
266,1661.01832902744
267,1660.32529572749
268,1659.63591071905
269,1658.95017400212
270,1658.2680855767
271,1657.5896454428
272,1656.91485360041
273,1656.24371004952
274,1655.57621479015
275,1654.91236782229
276,1654.25216914595
277,1653.59561876111
278,1652.94271666779
279,1652.29346286598
280,1651.64785735568
281,1651.00590013689
282,1650.36759120961
283,1649.73293057384
284,1649.10191822959
285,1648.47455417685
286,1647.85083841562
287,1647.2307709459
288,1646.61435176769
289,1646.00158088099
290,1645.39245828581
291,1644.78698398214
292,1644.18515796998
293,1643.58698024933
294,1642.99245082019
295,1642.40156968256
296,1641.81433683645
297,1641.23075228185
298,1640.65081601876
299,1640.07452804718
300,1639.50188836711
301,1638.93289697855
302,1638.36755388151
303,1637.80585907597
304,1637.24781256195
305,1636.69341433944
306,1636.14266440845
307,1635.59556276896
308,1635.05210942098
309,1634.51230436452
310,1633.97614759957
311,1633.44363912613
312,1632.9147789442
313,1632.38956705379
314,1631.86800345488
315,1631.35008814749
316,1630.83582113161
317,1630.32520240724
318,1629.81823197438
319,1629.31490983303
320,1628.8152359832
321,1628.31921042487
322,1627.82683315806
323,1627.33810418276
324,1626.85302349897
325,1626.3715911067
326,1625.89380700593
327,1625.41967119668
328,1624.94918367893
329,1624.4823444527
330,1624.01915351798
331,1623.55961087478
332,1623.10371652308
333,1622.6514704629
334,1622.20287269423
335,1621.75792321707
336,1621.31662203142
337,1620.87896913728
338,1620.44496453465
339,1620.01460822354
340,1619.58790020394
341,1619.16484047585
342,1618.74542903927
343,1618.3296658942
344,1617.91755104064
345,1617.5090844786
346,1617.10426620807
347,1616.70309622905
